Drive_Y,Drive_Twist,Ears,Hat,Tilt,Time
0,0,0.0,0.0,0.0,0.00286099999993894
0,0,0.0,0.0,0.0,0.023532000000159314
0,0,0.0,0.0,0.0,0.04436600000008184
0,0,0.0,0.0,0.0,0.06535100000019156
0,0,0.0,0.0,0.0,0.08299799999986135
0,0,0.0,0.0,0.0,0.10267500000009022
0,0,0.0,0.0,0.0,0.12295199999971373
0,0,0.0,0.0,0.0,0.14446700000007695
0,0,0.0,0.0,0.0,0.16460300000017014
0,0,0.0,0.0,0.0,0.18245500000011816
0,0,0.0,0.0,0.0,0.20186699999976554
0,0,0.0,0.0,0.0,0.22460299999966082
0,0,0.0,0.0,0.0,0.24236999999993714
0,0,0.0,0.0,0.0,0.2632340000000113
0,0,0.0,0.0,0.0,0.2827049999996234
0,0,0.0,0.0,0.0,0.3040929999997388
0.02775515815535612,0,0.0,0.0,0.0,0.32377400000041234
0.08965652234878434,0,0.0,0.0,0.0,0.34302200000001903
0.2112881231520317,0,0.0,0.0,0.0,0.36387699999977485
0.3138325405187646,0,0.0,0.0,0.0,0.38470099999995
0.3538920078805046,0,0.0,0.0,0.0,0.40377100000023347
0.4287767208770443,0,0.0,0.0,0.0,0.4242000000003827
0.4980692850862532,0,0.0,0.0,0.0,0.44316600000001927
0.5523879368213981,0,0.0,0.0,0.0,0.469955999999911
0.5523879368213981,0,0.0,0.0,0.0,0.4879540000001725
0.5837063105713315,0,0.0,0.0,0.0,0.5046760000004724
0.663244991847019,0,0.0,0.0,0.0,0.52241099999992
0.6728234586291987,0,0.0,0.0,0.0,0.5447640000002139
0.7011218403177457,0,0.0,0.0,0.0,0.5626069999998435
0.7104147619771242,0,0.0,0.0,0.0,0.582868999999846
0.7288005227660519,0,0.0,0.0,0.0,0.6026659999997719
0.746929492376957,0,0.0,0.0,0.0,0.6239349999996193
0.808513468452471,0,0.0,0.0,0.0,0.6428990000003978
0.808513468452471,0,0.0,0.0,0.0,0.6649960000004285
0.8256146966974486,0,0.0,0.0,0.0,0.6845000000002983
0.8256146966974486,0,0.0,0.0,0.0,0.7041330000001835
0.8508864123217554,0,0.0,0.0,0.0,0.7237020000002303
0.8592127405463285,0,0.0,0.0,0.0,0.7427360000001499
0.8592127405463285,0,0.0,0.0,0.0,0.762681999999586
0.8592127405463285,0,0.0,0.0,0.0,0.7857620000004317
0.8592127405463285,0,0.0,0.0,0.0,0.8018009999996139
0.8592127405463285,0,0.0,0.0,0.0,0.8228619999999864
0.8592127405463285,0,0.0,0.0,0.0,0.8419510000003356
0.8508864123217554,0,0.0,0.0,0.0,0.8648800000000847
0.8256146966974486,0,0.0,0.0,0.0,0.8820459999997183
0.7559012159870141,0,0.0,0.0,0.0,0.9024529999996957
0.7288005227660519,0,0.0,0.0,0.0,0.9225690000002942
0.7011218403177457,0,0.0,0.0,0.0,0.9450269999997545
0.6823278927942095,0,0.0,0.0,0.0,0.9641940000001341
0.663244991847019,0,0.0,0.0,0.0,0.9855459999998857
0.6438583136266867,0,0.0,0.0,0.0,1.0027769999996963
0.6241517019540724,0,0.0,0.0,0.0,1.025217999999768
0.6141729654776743,0,0.0,0.0,0.0,1.043243000000075
0.5523879368213981,0,0.0,0.0,0.0,1.0627430000004097
0.5523879368213981,0,0.0,0.0,0.0,1.0828090000004522
0.5309959733576858,0,0.0,0.0,0.0,1.1044650000003458
0.5309959733576858,0,0.0,0.0,0.0,1.1220430000003034
0.5309959733576858,0,0.0,0.0,0.0,1.1429760000000897
0.5309959733576858,0,0.0,0.0,0.0,1.1643990000002304
0.5309959733576858,0,0.0,0.0,0.0,1.1838600000000952
0.5309959733576858,0,0.0,0.0,0.0,1.2020659999998315
0.5309959733576858,0,0.0,0.0,0.0,1.2225220000000263
0.5309959733576858,0,0.0,0.0,0.0,1.2441740000003847
0.573365271150967,0,0.0,0.0,0.0,1.2660280000000057
0.6241517019540724,0,0.0,0.0,0.0,1.2825430000002598
0.6535906015149754,0,0.0,0.0,0.0,1.302338000000418
0.663244991847019,0,0.0,0.0,0.0,1.322110000000066
0.6823278927942095,0,0.0,0.0,0.0,1.3445529999999053
0.6823278927942095,0,0.0,0.0,0.0,1.3620639999999185
0.6823278927942095,0,0.0,0.0,0.0,1.3817300000000614
0.6823278927942095,0,0.0,0.0,0.0,1.402234000000135
0.6823278927942095,0,0.0,0.0,0.0,1.4236200000004828
0.7011218403177457,0,0.0,0.0,0.0,1.442670999999791
0.7011218403177457,0,0.0,0.0,0.0,1.4624750000002678
0.7011218403177457,0,0.0,0.0,0.0,1.481405999999879
0.7011218403177457,0,0.0,0.0,0.0,1.5042199999998047
0.7011218403177457,0,0.0,0.0,0.0,1.5225540000001274
0.7011218403177457,0,0.0,0.0,0.0,1.5427550000003976
0.7011218403177457,0,0.0,0.0,0.0,1.5644890000003215
0.7011218403177457,0,0.0,0.0,0.0,1.5837140000003274
0.7011218403177457,0,0.0,0.0,0.0,1.6046740000001591
0.7011218403177457,0,0.0,0.0,0.0,1.6223310000004858
0.7011218403177457,0,0.0,0.0,0.0,1.6427219999995941
0.7104147619771242,0,0.0,0.0,0.0,1.6649349999997867
0.7288005227660519,0,0.0,0.0,0.0,1.681829000000107
0.7288005227660519,0,0.0,0.0,0.0,1.702556999999615
0.746929492376957,0,0.0,0.0,0.0,1.721907000000101
0.7998838200888748,0,0.0,0.0,0.0,1.7446019999997588
0.8170900819531269,0,0.0,0.0,0.0,1.7646219999996902
0.8425119071330235,0,0.0,0.0,0.0,1.7822839999998905
0.8839113478665221,0,0.0,0.0,0.0,1.8019670000003316
0.9001516710129046,0,0.0,0.0,0.0,1.8235310000000027
0.9321188411795873,0,0.0,0.0,0.0,1.8423519999996643
0.9634385088950003,0,0.0,0.0,0.0,1.863640000000487
0.9865278288924829,0,0.0,0.0,0.0,1.8822799999998097
1.0017387677968983,0,0.0,0.0,0.0,1.9046550000002753
1.0168092148572134,0,0.0,0.0,0.0,1.9230289999995875
1.0538970855742444,0,0.0,0.0,0.0,1.9428799999996045
1.0685068109129496,0,0.0,0.0,0.0,1.9636440000003859
1.1186893825761566,0,0.0,0.0,0.0,1.9859580000002097
1.1327683045826442,0,0.0,0.0,0.0,2.0030909999995856
1.1605995801849893,0,0.0,0.0,0.0,2.02284200000031
1.1880129506748804,0,0.0,0.0,0.0,2.0434430000004795
1.2083105585851381,0,0.0,0.0,0.0,2.066026999999849
1.2217216525613457,0,0.0,0.0,0.0,2.083912000000055
1.2217216525613457,0,0.0,0.0,0.0,2.1043650000001435
1.2217216525613457,0,0.0,0.0,0.0,2.123760000000402
1.2217216525613457,0,0.0,0.0,0.0,2.14395500000046
1.2217216525613457,0,0.0,0.0,0.0,2.1645840000001044
1.2217216525613457,0,0.0,0.0,0.0,2.1828279999999722
1.2217216525613457,0,0.0,0.0,0.0,2.203335000000152
1.2217216525613457,0,0.0,0.0,0.0,2.22481500000049
1.2217216525613457,0,0.0,0.0,0.0,2.2429290000000037
1.2217216525613457,0,0.0,0.0,0.0,2.266273000000183
1.2217216525613457,0,0.0,0.0,0.0,2.282159999999749
1.2217216525613457,0,0.0,0.0,0.0,2.3050929999999425
1.2217216525613457,0,0.0,0.0,0.0,2.3241250000000946
1.2150279856172777,0,0.0,0.0,0.0,2.3428810000004887
1.1948033231811988,0,0.0,0.0,0.0,2.3654740000001766
1.1880129506748804,0,0.0,0.0,0.0,2.3841389999997773
1.1811976895061596,0,0.0,0.0,0.0,2.4028079999998226
1.1674913097265982,0,0.0,0.0,0.0,2.4234180000003107
1.1467374669971722,0,0.0,0.0,0.0,2.4429129999998622
1.1186893825761566,0,0.0,0.0,0.0,2.4658019999997123
1.1044978725971824,0,0.0,0.0,0.0,2.481955000000198
1.090190820882624,0,0.0,0.0,0.0,2.503404000000046
1.0685068109129496,0,0.0,0.0,0.0,2.5233449999996083
1.0538970855742444,0,0.0,0.0,0.0,2.545046999999613
1.0391603716535902,0,0.0,0.0,0.0,2.5635330000004615
1.0391603716535902,0,0.0,0.0,0.0,2.584410999999818
1.0391603716535902,0,0.0,0.0,0.0,2.6060600000000704
1.0391603716535902,0,0.0,0.0,0.0,2.625071000000389
1.0391603716535902,0,0.0,0.0,0.0,2.6428249999999025
1.0391603716535902,0,0.0,0.0,0.0,2.662586999999803
1.0391603716535902,0,0.0,0.0,0.0,2.6825099999996382
1.0391603716535902,0,0.0,0.0,0.0,2.7050669999998718
1.0391603716535902,0,0.0,0.0,0.0,2.7236979999997857
1.0391603716535902,0,0.0,0.0,0.0,2.7430960000001505
1.0391603716535902,0,0.0,0.0,0.0,2.765682999999626
1.0391603716535902,0,0.0,0.0,0.0,2.785496000000421
1.0391603716535902,0,0.0,0.0,0.0,2.8023560000001453
1.0391603716535902,0,0.0,0.0,0.0,2.824681000000055
1.0685068109129496,0,0.0,0.0,0.0,2.8438429999996515
1.082993007590872,0,0.0,0.0,0.0,2.867349000000104
1.082993007590872,0,0.0,0.0,0.0,2.8838379999997414
1.082993007590872,0,0.0,0.0,0.0,2.902933000000303
1.082993007590872,0,0.0,0.0,0.0,2.9243539999997665
1.082993007590872,0,0.0,0.0,0.0,2.9447250000002896
1.082993007590872,0,0.0,0.0,0.0,2.9653760000001057
1.082993007590872,0,0.0,0.0,0.0,2.9831990000002406
1.082993007590872,0,0.0,0.0,0.0,3.0028220000003785
1.082993007590872,0,0.0,0.0,0.0,3.0266700000001947
1.082993007590872,0,0.0,0.0,0.0,3.0440230000003794
1.082993007590872,0,0.0,0.0,0.0,3.064328999999816
1.082993007590872,0,0.0,0.0,0.0,3.0867379999999685
1.082993007590872,0,0.0,0.0,0.0,3.1055859999996756
1.082993007590872,0,0.0,0.0,0.0,3.1227269999999407
1.082993007590872,0,0.0,0.0,0.0,3.1436460000004445
1.046544824823486,0,0.0,0.0,0.0,3.163908999999876
1.0391603716535902,0,0.0,0.0,0.0,3.1859690000001137
1.0017387677968983,0,0.0,0.0,0.0,3.202379999999721
0.9865278288924829,0,0.0,0.0,0.0,3.223826000000372
0.9400078055018791,0,0.0,0.0,0.0,3.243655999999646
0.8757243663490786,0,0.0,0.0,0.0,3.2679699999998775
0.7648128809355256,0,0.0,0.0,0.0,3.2879510000002483
0.7011218403177457,0,0.0,0.0,0.0,3.3039779999999155
0.663244991847019,0,0.0,0.0,0.0,3.323142999999618
0.634046065868724,0,0.0,0.0,0.0,3.345132000000376
0.5629268199488074,0,0.0,0.0,0.0,3.3631679999998596
0.5629268199488074,0,0.0,0.0,0.0,3.3825720000004367
0.5091617526865823,0,0.0,0.0,0.0,3.403183000000354
0.4755125893708179,0,0.0,0.0,0.0,3.424778999999944
0.27163212231416606,0,0.0,0.0,0.0,3.4436649999997826
0.06989054601409476,0,0.0,0.0,0.0,3.4641410000003816
0,0,0.0,0.0,0.0,3.48299599999973
0,0,0.0,0.0,0.0,3.5047270000004573
0,0,0.0,0.0,0.0,3.523272000000361
0,0,0.0,0.0,0.0,3.543912000000091
0,0,0.0,0.0,0.0,3.562662999999702
0,0,0.0,0.0,0.0,3.5845870000002833
0,0,0.0,0.0,0.0,3.602950999999848
0,0,0.0,0.0,0.0,3.622153000000253
0,0,0.0,0.0,0.0,3.643047999999908
0,0,0.0,0.0,0.0,3.6650339999996504
0,0,0.0,0.0,0.0,3.682002999999895
0,0,0.0,0.0,0.0,3.7026400000004287
0,0,0.0,0.0,0.0,3.722396000000117
0,0,0.0,0.0,0.0,3.7451300000002448
0,0,0.0,0.0,0.0,3.7632480000002033
0,0,0.0,0.0,0.0,3.7825370000000476
0,0,0.0,0.0,0.0,3.8024160000004485
0,0,0.0,0.0,0.0,3.8252009999996517
0,0,0.0,0.0,0.0,3.84441599999991
0,0,0.0,0.0,0.0,3.865998000000218
0,0,0.0,0.0,0.0,3.881489000000329
0,0,0.0,0.0,-0.17595307917888564,3.9052590000001146
0,0,0.0,0.0,-0.3020527859237537,3.9227010000004157
0,0,0.0,0.0,-0.3020527859237537,3.9433570000001055
0,0,0.0,0.0,-0.3020527859237537,3.9625820000001113
0,0,0.0,0.0,-0.3020527859237537,3.9845150000001013
0,0,0.0,0.0,-0.260019550342131,4.00311899999997
0,0,0.0,0.0,-0.2013685239491691,4.022815999999693
0,0,0.0,0.0,-0.19257086999022482,4.042491999999584
0,0,0.0,0.0,-0.19257086999022482,4.066066000000319
0,0,0.0,0.0,-0.19257086999022482,4.08162799999991
0,0,0.0,0.0,-0.2179863147605083,4.103216999999859
0,0,0.0,0.0,-0.2854349951124145,4.1218989999997575
0,0,0.0,0.0,-0.3196480938416422,4.144145000000208
0,0,0.0,0.0,-0.3870967741935484,4.1624650000003385
0,0,0.0,0.0,-0.3870967741935484,4.183086000000003
0,0,0.0,0.0,-0.3870967741935484,4.20402600000034
0,0,0.0,0.0,-0.42130987292277616,4.224271000000044
0,0,0.0,0.0,-0.47996089931573804,4.243247000000338
0,0,0.0,0.0,-0.5053763440860215,4.262437000000318
0,0,0.0,0.0,-0.5395894428152492,4.282935999999609
0,0,0.0,0.0,-0.5650048875855328,4.304438000000118
0,0,0.0,0.0,-0.5992179863147605,4.322425000000294
0,0,0.0,0.0,-0.6158357771260997,4.3437620000004245
0,0,0.0,0.0,-0.6324535679374389,4.363717999999608
0,0,0.0,0.0,-0.6324535679374389,4.3878539999996065
0,0,0.0,0.0,-0.6490713587487781,4.40587400000004
0,0,0.0,0.0,-0.6490713587487781,4.42292499999985
0,0,0.0,0.0,-0.6490713587487781,4.443785000000389
0,0,0.0,0.0,-0.6490713587487781,4.465610999999626
0,0,0.0,0.0,-0.6490713587487781,4.485311000000365
0,0,0.0,0.0,-0.6490713587487781,4.504869000000326
0,0,0.0,0.0,-0.6490713587487781,4.523760000000038
0,0,0.0,0.0,-0.6490713587487781,4.5450590000000375
0,0,0.0,0.0,-0.6490713587487781,4.5638129999997545
0,0,0.0,0.0,-0.6490713587487781,4.5859300000001895
0,0,0.0,0.0,-0.6490713587487781,4.602484000000004
0,0,0.0,0.0,-0.6490713587487781,4.623896000000059
0,0,0.0,0.0,-0.6490713587487781,4.643251999999848
0,0,0.0,0.0,-0.6490713587487781,4.663166999999703
0,0,0.0,0.0,-0.6490713587487781,4.684172000000217
0,0,0.0,0.0,-0.6490713587487781,4.704208000000108
0,0,0.0,0.0,-0.6490713587487781,4.722525000000132
0,0,0.0,0.0,-0.6490713587487781,4.743332000000009
0,0,0.0,0.0,-0.6490713587487781,4.764404000000468
0,0,0.0,0.0,-0.6490713587487781,4.785461000000396
0,0,0.0,0.0,-0.6490713587487781,4.802303999999822
0,0,0.0,0.0,-0.6490713587487781,4.824064000000362
0,0,0.0,0.0,-0.6490713587487781,4.844183999999586
0,0,0.0,0.0,-0.6490713587487781,4.864537999999811
0,0,0.0,0.0,-0.6490713587487781,4.885027999999693
0,0,0.0,0.0,-0.6490713587487781,4.902117999999973
0,0,0.0,0.0,-0.6490713587487781,4.9233329999997295
0,0,0.0,0.0,-0.6490713587487781,4.94393300000047
0,0,0.0,0.0,-0.6490713587487781,4.962765999999647
0,0,0.0,0.0,-0.6490713587487781,4.983745999999883
0,0,0.0,0.0,-0.6490713587487781,5.002712999999858
0,0,0.0,0.0,-0.6490713587487781,5.024384999999711
0,0,0.0,0.0,-0.6490713587487781,5.042233000000124
0,0,0.0,0.0,-0.6490713587487781,5.0621549999996205
0,0,0.0,0.0,-0.6490713587487781,5.084490000000187
0,0,0.0,0.0,-0.6490713587487781,5.10420299999987
0,0,0.0,0.0,-0.6490713587487781,5.122973999999886
0,0,0.0,0.0,-0.6490713587487781,5.142777000000024
0,0,0.0,0.0,-0.6490713587487781,5.163136000000122
0,0,0.0,0.0,-0.6490713587487781,5.184779000000162
0,0,0.0,0.0,-0.6490713587487781,5.202013000000079
0,0,0.0,0.0,-0.6158357771260997,5.222794999999678
0,0,0.0,0.0,-0.5992179863147605,5.2430020000001605
0,0,0.0,0.0,-0.5738025415444771,5.264111999999841
0,0,0.0,0.0,-0.5738025415444771,5.283930999999939
0,0,0.0,0.0,-0.5562072336265884,5.302708000000166
0,0,0.0,0.0,-0.5562072336265884,5.32369000000017
0,0,0.0,0.0,-0.5562072336265884,5.344294999999875
0,0,0.0,0.0,-0.5395894428152492,5.36265800000001
0,0,0.0,0.0,-0.4975562072336266,5.385393999999906
0,0,0.0,0.0,-0.4975562072336266,5.402616999999736
0,0,0.0,0.0,-0.4975562072336266,5.42511100000047
0,0,0.0,0.0,-0.4975562072336266,5.442036000000371
0,0,0.0,0.0,-0.5053763440860215,5.462526999999682
0,0,0.0,0.0,-0.47996089931573804,5.482727999999952
0,0,0.0,0.0,-0.47996089931573804,5.503772000000026
0,0,0.0,0.0,-0.47996089931573804,5.523517999999967
0,0,0.0,0.0,-0.47996089931573804,5.54268299999967
0,0,0.0,0.0,-0.47996089931573804,5.562955999999758
0,0,0.0,0.0,-0.47996089931573804,5.587007000000085
0,0,0.0,0.0,-0.47996089931573804,5.603511999999682
0,0,0.0,0.0,-0.47996089931573804,5.622370000000046
0,0,0.0,0.0,-0.47996089931573804,5.6422560000000885
0,0,0.0,0.0,-0.4633431085043988,5.663550000000214
0,0,0.0,0.0,-0.4633431085043988,5.685139000000163
0,0,0.0,0.0,-0.4633431085043988,5.70311700000002
0,0,0.0,0.0,-0.42130987292277616,5.722082000000228
0,0,0.0,0.0,-0.42130987292277616,5.744556999999986
0,0,0.0,0.0,-0.42130987292277616,5.7625239999997575
0,0,0.0,0.0,-0.42130987292277616,5.7854379999998855
0,0,0.0,0.0,-0.42130987292277616,5.803495000000112
0,0,0.0,0.0,-0.40371456500488756,5.823264999999992
0,0,0.0,0.0,-0.40371456500488756,5.842803999999887
0,0,0.0,0.0,-0.3870967741935484,5.863143000000491
0,0,0.0,0.0,-0.3870967741935484,5.886580000000322
0,0,0.0,0.0,-0.3616813294232649,5.904182000000219
0,0,0.0,0.0,-0.3616813294232649,5.9230020000004515
0,0,0.0,0.0,-0.35288367546432065,5.9449359999998705
0,0,0.0,0.0,-0.35288367546432065,5.965323999999782
0,0,0.0,0.0,-0.35288367546432065,5.985584000000017
0,0,0.0,0.0,-0.31085043988269795,6.00436499999978
0,0,0.0,0.0,-0.31085043988269795,6.023355000000265
0,0,0.0,0.0,-0.3020527859237537,6.043405000000348
0,0,0.0,0.0,-0.3020527859237537,6.064371999999821
0,0,0.0,0.0,-0.2854349951124145,6.084069000000454
0,0,0.0,0.0,-0.2854349951124145,6.105163999999604
0,0,0.0,0.0,-0.27663734115347016,6.122615999999653
0,0,0.0,0.0,-0.22678396871945258,6.1447079999998095
0,0,0.0,0.0,-0.22678396871945258,6.162132000000383
0,0,0.0,0.0,-0.19257086999022482,6.183692999999948
0,0,0.0,0.0,-0.19257086999022482,6.204297000000224
